Unique Method Stereotype,Method Count
get,1
collaborator stateless,1
controller,2
set collaborator,1
command,1
property non-void-command,3
property set,1
set,1
constructor,35
predicate non-void-command collaborator,2
property wrapper,28
property controller,1
controller stateless,6
factory stateless,4
non-void-command factory collaborator,2
property non-void-command collaborator,11
predicate wrapper,9
wrapper,14
wrapper stateless,15
predicate,5
command collaborator,5
incidental,4
get collaborator,6
collaborator incidental,5
Total,163
