Unique Method Stereotype,Method Count
predicate set collaborator,2
collaborator stateless,47
factory wrapper stateless,40
property set collaborator,20
get,9
collaborator incidental,125
get property non-void-command collaborator,4
property factory collaborator,17
predicate controller,7
factory collaborator stateless,38
get collaborator,57
incidental,57
copy-constructor,28
controller,19
property non-void-command factory collaborator,94
property non-void-command,69
stateless,6
property collaborator,26
property non-void-command collaborator,1249
property controller,23
factory collaborator incidental,18
property set,1
non-void-command factory collaborator,61
controller stateless,391
factory controller stateless,33
unclassified,7
empty,126
property,8
command collaborator,835
wrapper stateless,538
constructor,1482
factory controller,9
get property controller,2
set,61
predicate wrapper,3
void-accessor wrapper,1
predicate non-void-command,62
void-accessor command collaborator,17
get non-void-command collaborator,6
property wrapper,47
void-accessor controller,5
property factory controller,12
command,500
property factory wrapper,6
get set collaborator,35
get wrapper,8
factory wrapper,1
property set factory collaborator,2
set collaborator,70
non-void-command,1
predicate non-void-command collaborator,70
wrapper,18
predicate,3
get property collaborator,1
get property non-void-command,2
void-accessor set collaborator,3
non-void-command collaborator,634
get non-void-command,4
get property wrapper,1
get predicate set,1
set factory collaborator,4
collaborator,2
Total,7028
