Method Stereotype,Stereotype Count
get,164
predicate,147
property,1572
void-accessor,185
set,202
command,1352
non-void-command,2256
collaborator,3443
controller,511
wrapper,669
constructor,1493
copy-constructor,28
destructor,0
factory,351
incidental,200
stateless,1107
empty,126
unclassified,7
Total,13813
