Unique Method Stereotype,Method Count
get property wrapper,2
factory wrapper,1
incidental,47
controller,34
copy-constructor,19
property non-void-command factory collaborator,94
property non-void-command,24
predicate set,1
property collaborator,12
collaborator,9
get set collaborator,4
property factory controller,2
void-accessor controller,7
void-accessor set collaborator,5
non-void-command collaborator,168
predicate wrapper,6
void-accessor command collaborator,71
predicate non-void-command collaborator,39
wrapper,55
property controller,21
non-void-command,3
set collaborator,63
property non-void-command collaborator,216
factory controller,7
empty,84
unclassified,6
get property non-void-command factory collaborator,3
constructor,648
command,270
property factory wrapper,17
set,90
wrapper stateless,153
collaborator incidental,69
get property non-void-command collaborator,5
get,5
void-accessor wrapper,6
predicate non-void-command,10
factory collaborator stateless,7
controller stateless,125
non-void-command factory collaborator,39
predicate controller,9
property non-void-command factory,1
collaborator stateless,6
property wrapper,26
get non-void-command collaborator,16
get wrapper,1
property factory collaborator,13
factory wrapper stateless,10
predicate collaborator,3
get collaborator,7
command collaborator,352
property,6
destructor,3
predicate,20
get factory collaborator,1
get set,4
get predicate non-void-command,2
get non-void-command factory collaborator,3
factory controller stateless,19
void-accessor command,1
factory collaborator incidental,4
property set,1
predicate set collaborator,4
property set collaborator,14
Total,2973
