Unique Class Stereotype,Class Count
lazy-class,1
data-provider,1
data-provider data-class small-class,2
degenerate small-class,1
boundary degenerate small-class,7
factory pure-controller degenerate,1
pure-controller degenerate,4
commander boundary small-class,15
controller,1
factory pure-controller degenerate small-class,2
entity factory controller small-class,3
data-class,24
entity boundary,41
data-class small-class,1
small-class,5
entity boundary small-class,15
commander,12
empty,1141
commander small-class,3
boundary,46
degenerate,7
pure-controller small-class,5
pure-controller,4
controller degenerate,6
factory degenerate small-class,1
factory controller small-class,2
unclassified,37
controller small-class,2
data-provider data-class,1
boundary small-class,10
commander boundary,29
pure-controller degenerate small-class,30
entity commander boundary,7
boundary data-class small-class,1
data-provider small-class,1
minimal-entity boundary,1
Total,1470
