Unique Method Stereotype,Method Count
collaborator,1
collaborator stateless,7
property factory controller,1
property factory wrapper,1
property,5
constructor,168
set,243
command,124
empty,3
wrapper stateless,83
factory controller stateless,9
get set collaborator,7
get collaborator,12
controller stateless,152
command collaborator,147
non-void-command factory collaborator,42
predicate non-void-command,2
property non-void-command factory collaborator,26
property non-void-command,20
get,228
collaborator incidental,8
property controller,5
property non-void-command collaborator,378
set collaborator,22
wrapper,434
property set collaborator,1
factory wrapper stateless,1
property wrapper,5
copy-constructor,7
incidental,18
controller,104
predicate non-void-command collaborator,2
non-void-command collaborator,31
property factory collaborator,2
Total,2299
