Unique Method Stereotype,Method Count
unclassified,1
factory collaborator stateless,1
property,3
property set,1
property set collaborator,2
empty,6
factory controller stateless,1
void-accessor command,14
predicate non-void-command,16
non-void-command factory collaborator,4
command collaborator,20
property wrapper,4
get non-void-command collaborator,1
wrapper stateless,4
set,13
get property controller,1
constructor,63
command,25
controller stateless,14
get property non-void-command collaborator,1
get,6
collaborator incidental,13
predicate collaborator,1
factory wrapper stateless,1
predicate,11
void-accessor command collaborator,10
property non-void-command,28
property collaborator,5
property non-void-command factory collaborator,2
get set,2
get non-void-command,3
property set factory collaborator,1
collaborator,3
property non-void-command collaborator,22
property controller,2
set collaborator,5
copy-constructor,4
predicate non-void-command collaborator,7
incidental,45
Total,366
