Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
factory controller small-class,2
commander degenerate,1
entity,1
data-provider data-class small-class,1
entity minimal-entity boundary,1
pure-controller,1
data-provider boundary data-class small-class,1
commander boundary,9
boundary degenerate,13
degenerate small-class,11
data-provider boundary small-class,3
pure-controller degenerate,44
commander boundary small-class,12
commander,5
empty,256
data-provider small-class,2
boundary data-class,2
boundary degenerate small-class,18
pure-controller degenerate small-class,46
entity commander boundary,2
commander data-class small-class,1
boundary small-class,6
unclassified,4
controller small-class,4
controller degenerate,2
boundary data-class small-class,5
commander small-class,2
commander boundary data-class small-class,15
data-class small-class,1
entity boundary,9
entity boundary small-class,6
small-class,9
entity factory controller small-class,1
factory pure-controller degenerate small-class,3
boundary,5
degenerate,24
pure-controller small-class,4
Total,533
