Class Stereotype,Stereotype Count
entity,87
minimal-entity,2
data-provider,135
commander,270
boundary,328
factory,0
controller,13
pure-controller,20
large-class,0
lazy-class,24
degenerate,268
data-class,35
small-class,284
empty,1292
unclassified,372
Total,3130
