Unique Class Stereotype,Class Count
controller,1
data-provider boundary data-class,2
entity boundary small-class,9
pure-controller degenerate,6
lazy-class small-class,2
data-provider small-class,8
minimal-entity boundary,1
boundary data-class small-class,1
data-provider lazy-class degenerate,4
lazy-class degenerate,12
controller data-class small-class,1
data-provider boundary degenerate,2
data-provider data-class small-class,3
degenerate small-class,41
boundary lazy-class degenerate,2
controller degenerate,4
commander boundary,46
boundary degenerate,10
boundary degenerate small-class,41
pure-controller degenerate small-class,13
entity boundary data-class small-class,1
entity commander boundary,11
controller small-class,1
unclassified,354
commander boundary small-class,20
lazy-class,1
commander degenerate,33
empty,1305
commander,145
data-provider boundary small-class,6
small-class,44
data-provider,60
entity data-provider boundary,4
minimal-entity boundary lazy-class,1
data-class,2
pure-controller small-class,7
boundary,90
degenerate,91
entity boundary,41
data-class small-class,6
commander boundary degenerate,4
data-provider boundary,17
data-provider lazy-class,1
data-provider degenerate,6
data-provider data-class,4
boundary small-class,13
commander data-class small-class,8
commander small-class,53
commander boundary data-class small-class,6
Total,2544
