Unique Method Stereotype,Method Count
property non-void-command factory collaborator,1
get predicate set,1
get property controller,5
get predicate wrapper,13
property set factory collaborator,1
get predicate non-void-command collaborator,2
void-accessor command,86
get set collaborator,11
property wrapper,236
get non-void-command collaborator,23
set collaborator,217
property non-void-command collaborator,398
property controller,50
controller stateless,720
collaborator incidental,425
get,681
get property non-void-command collaborator,6
incidental,1497
controller,224
set,668
wrapper stateless,779
property non-void-command,367
property collaborator,340
predicate set,150
predicate set collaborator,52
property non-void-command factory,1
void-accessor command collaborator,85
predicate collaborator,219
void-accessor,41
copy-constructor,7
void-accessor collaborator,54
empty,411
unclassified,65
command,3122
predicate controller,91
void-accessor wrapper,46
predicate non-void-command,1080
get property wrapper,28
predicate,697
get predicate,33
property,582
command collaborator,1381
property set,22
constructor,860
predicate non-void-command collaborator,519
wrapper,225
get predicate controller,2
predicate wrapper,204
get non-void-command,21
non-void-command collaborator,18
get property set collaborator,8
collaborator,91
get wrapper,11
destructor,150
void-accessor set,6
get property,63
get set,6
get predicate non-void-command,9
get property set,3
void-accessor set collaborator,4
get property collaborator,30
get property non-void-command,17
void-accessor controller,13
get predicate collaborator,16
property set collaborator,23
get collaborator,266
get controller,3
property command collaborator,9
Total,17495
