Class Stereotype,Stereotype Count
entity,126
minimal-entity,6
data-provider,64
commander,231
boundary,367
factory,32
controller,33
pure-controller,53
large-class,2
lazy-class,17
degenerate,163
data-class,45
small-class,222
empty,158
unclassified,63
Total,1582
