Unique Method Stereotype,Method Count
property,1
wrapper stateless,2
collaborator incidental,4
stateless,2
set collaborator,37
property wrapper,6
predicate controller,6
get set collaborator,1
incidental,3
get collaborator,37
empty,2
factory controller,1
command collaborator,7
property non-void-command,15
controller stateless,7
property non-void-command factory collaborator,2
predicate non-void-command,3
property non-void-command collaborator,82
non-void-command factory collaborator,5
set,129
constructor,12
get,133
factory collaborator stateless,3
get set,2
controller,1
Total,503
