Unique Method Stereotype,Method Count
property set collaborator,2
stateless,2
void-accessor command collaborator,1
get set factory collaborator,2
predicate,2
non-void-command,1
get set collaborator,14
get property set collaborator,2
get wrapper,1
set factory collaborator,1
collaborator stateless,4
void-accessor set collaborator,1
get non-void-command,2
get property wrapper,2
predicate collaborator,1
factory wrapper stateless,34
property factory wrapper,5
property factory controller,4
predicate wrapper,56
get collaborator,508
predicate non-void-command,37
constructor,967
set,1671
command,1326
factory controller,11
empty,120
factory controller stateless,337
controller stateless,980
command collaborator,2016
property non-void-command collaborator,1039
property controller,28
set collaborator,449
wrapper stateless,779
non-void-command factory collaborator,64
predicate controller,67
property factory collaborator,4
predicate set,1
property non-void-command factory collaborator,92
property non-void-command,192
factory collaborator stateless,232
get set,39
wrapper,81
get non-void-command collaborator,3
property wrapper,178
incidental,125
controller,170
copy-constructor,9
predicate non-void-command collaborator,113
property,107
get property non-void-command collaborator,4
get,1700
collaborator incidental,129
get property non-void-command,5
Total,13720
