Unique Class Stereotype,Class Count
data-provider lazy-class,1
entity data-provider boundary data-class,1
boundary lazy-class,1
factory pure-controller degenerate,1
commander boundary lazy-class small-class,1
boundary small-class,13
factory degenerate,31
data-provider data-class,3
degenerate,85
pure-controller small-class,11
boundary,108
entity factory controller small-class,3
degenerate small-class,73
entity,4
data-provider,23
boundary data-class,10
commander small-class,96
entity boundary degenerate,19
data-provider lazy-class small-class,1
empty,402
entity small-class,1
factory controller,4
commander boundary small-class,87
entity commander boundary,24
data-provider boundary data-class,10
boundary degenerate small-class,108
controller lazy-class,1
boundary degenerate,64
commander boundary,259
factory pure-controller degenerate small-class,11
factory controller degenerate,7
controller degenerate,13
boundary lazy-class degenerate,1
factory degenerate small-class,56
unclassified,234
controller small-class,11
small-class,44
minimal-entity commander boundary,1
pure-controller degenerate small-class,136
entity boundary small-class,53
commander,173
data-class,104
entity boundary,101
entity minimal-entity boundary,4
data-provider boundary,6
commander boundary degenerate,21
lazy-class,1
minimal-entity boundary,3
data-class small-class,20
factory controller small-class,9
commander degenerate,1
entity factory controller degenerate,2
pure-controller degenerate,49
entity data-provider boundary,3
boundary data-class small-class,12
lazy-class small-class,3
entity factory controller,2
data-provider boundary lazy-class,1
data-provider boundary data-class small-class,6
data-provider data-class small-class,3
controller,20
data-provider boundary small-class,6
pure-controller,2
data-provider small-class,1
Total,2565
