Unique Method Stereotype,Method Count
property factory,3
get property factory collaborator,1
get predicate collaborator,1
get predicate wrapper,1
get property factory wrapper,1
get property,6
get property set,2
factory collaborator incidental,9
get command collaborator,2
get property command collaborator,4
get predicate non-void-command collaborator,6
get property non-void-command factory collaborator,7
property set factory collaborator,6
get property set collaborator,13
property command collaborator,8
get property wrapper,26
incidental,922
factory collaborator,1
controller,414
non-void-command factory collaborator,48
controller stateless,1059
wrapper stateless,994
predicate wrapper,293
void-accessor set,39
property collaborator,1216
property non-void-command,725
property non-void-command factory collaborator,85
predicate set,100
void-accessor command collaborator,1025
copy-constructor,184
void-accessor collaborator,98
non-void-command,312
set collaborator,603
property non-void-command collaborator,2397
property controller,223
void-accessor wrapper,129
predicate non-void-command,596
property wrapper,1038
get non-void-command collaborator,112
property factory wrapper,70
command,1341
empty,241
non-void-command collaborator,1327
get non-void-command,65
get set factory collaborator,4
property factory controller,13
void-accessor controller,109
predicate,790
collaborator incidental,1861
get,622
get property non-void-command collaborator,80
property set collaborator,274
predicate non-void-command collaborator,1621
wrapper,552
get predicate non-void-command,4
get set,20
destructor,540
property factory collaborator,13
constructor,3084
factory controller,6
get property controller,11
set,733
command collaborator,937
property,356
factory wrapper,13
property set,113
get controller,1
get collaborator,931
void-accessor,9
predicate collaborator,383
factory wrapper stateless,288
set factory collaborator,9
collaborator,94
predicate controller,218
get wrapper,87
predicate set collaborator,243
get set collaborator,47
factory collaborator stateless,93
unclassified,39
void-accessor command,213
factory controller stateless,154
void-accessor set collaborator,111
get property collaborator,23
get property non-void-command,25
Total,30477
