Unique Method Stereotype,Method Count
predicate,5
property,1
command collaborator,395
get set factory collaborator,1
wrapper,3
factory collaborator stateless,7
factory controller stateless,2
controller stateless,142
get non-void-command collaborator,2
property wrapper,5
constructor,90
set,24
command,101
empty,18
wrapper stateless,57
set collaborator,17
property controller,1
property non-void-command collaborator,46
predicate non-void-command,27
copy-constructor,1
controller,15
predicate non-void-command collaborator,14
incidental,19
get collaborator,26
property set collaborator,2
stateless,1
get,30
collaborator incidental,5
predicate set,1
property collaborator,1
property non-void-command,17
property non-void-command factory collaborator,7
collaborator stateless,1
predicate controller,1
Total,1085
