Unique Class Stereotype,Class Count
lazy-class small-class,1
commander boundary degenerate,1
data-provider boundary,2
boundary data-class,1
entity factory controller small-class,5
commander boundary lazy-class degenerate,1
boundary lazy-class degenerate,1
controller degenerate,1
data-provider small-class,1
boundary data-class small-class,16
data-provider boundary data-class small-class,3
unclassified,19
controller small-class,5
boundary degenerate small-class,28
pure-controller degenerate small-class,15
entity commander boundary,3
pure-controller degenerate,1
boundary degenerate,25
commander boundary,15
pure-controller small-class,2
boundary,9
degenerate,32
commander boundary data-class small-class,1
commander small-class,12
entity small-class,1
empty,198
commander,8
data-provider boundary small-class,5
factory degenerate small-class,3
factory controller small-class,1
entity boundary small-class,15
small-class,21
commander boundary small-class,8
data-class small-class,8
entity boundary,20
controller data-class small-class,2
boundary small-class,5
commander data-class small-class,2
boundary lazy-class data-class small-class,1
controller,5
factory pure-controller degenerate small-class,3
data-provider,1
degenerate small-class,12
Total,519
