Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
get property set collaborator,2
predicate,1
property set factory collaborator,2
void-accessor command collaborator,5
factory controller,1
get property controller,2
constructor,358
property non-void-command factory collaborator,11
property non-void-command,5
property controller,23
property non-void-command collaborator,66
factory wrapper stateless,3
predicate collaborator,2
void-accessor collaborator,1
copy-constructor,11
wrapper stateless,644
void-accessor set collaborator,2
get property wrapper,2
get set,9
predicate non-void-command collaborator,18
wrapper,72
property set collaborator,7
property collaborator,4
stateless,3
set,62
empty,8
unclassified,4
controller,71
factory collaborator,1
get non-void-command,20
non-void-command collaborator,67
predicate wrapper,6
void-accessor wrapper,1
predicate non-void-command,2
collaborator incidental,10
get property non-void-command collaborator,3
get,1
command collaborator,95
factory collaborator stateless,2
predicate set collaborator,1
command,84
property factory wrapper,3
property wrapper,42
get non-void-command collaborator,49
void-accessor command,1
factory controller stateless,11
predicate controller,1
controller stateless,296
non-void-command factory collaborator,3
property factory collaborator,2
set collaborator,33
non-void-command,5
factory collaborator incidental,2
property set,1
get controller,2
get collaborator,6
get wrapper,11
get set collaborator,12
collaborator stateless,2
void-accessor controller,5
property factory controller,8
get set factory collaborator,1
collaborator,2
Total,2191
