Unique Class Stereotype,Class Count
commander boundary small-class,2
lazy-class,1
data-provider lazy-class small-class,1
entity boundary data-class,2
data-provider degenerate,1
commander boundary,2
data-provider boundary data-class,2
commander boundary degenerate,1
controller lazy-class degenerate,1
entity boundary small-class,12
boundary lazy-class,2
degenerate small-class,16
data-provider data-class small-class,4
commander data-class small-class,1
boundary small-class,10
data-provider boundary data-class small-class,13
data-provider boundary,46
data-provider,24
entity data-provider boundary,13
controller,4
boundary degenerate,6
data-provider boundary small-class,43
pure-controller degenerate small-class,23
entity commander boundary,4
boundary degenerate small-class,51
data-provider small-class,17
commander,15
empty,548
controller small-class,7
unclassified,31
data-provider boundary degenerate,2
data-class small-class,2
entity boundary,25
entity minimal-entity boundary,5
controller degenerate,4
boundary lazy-class degenerate,1
commander small-class,1
entity boundary degenerate,2
commander boundary data-class small-class,2
lazy-class data-class small-class,1
data-provider lazy-class degenerate,1
boundary data-class small-class,5
data-provider boundary lazy-class degenerate,3
entity data-provider boundary degenerate,2
entity minimal-entity data-provider boundary,1
small-class,15
lazy-class degenerate,1
entity data-provider boundary lazy-class,2
pure-controller small-class,4
boundary,34
degenerate,12
Total,1028
