Unique Method Stereotype,Method Count
predicate set collaborator,1
get property,1
get property non-void-command,2
void-accessor set,1
non-void-command,11
property command collaborator,5
property set,5
unclassified,15
collaborator,19
predicate non-void-command,10
void-accessor controller,23
empty,37
get non-void-command,37
get property wrapper,3
void-accessor set collaborator,9
void-accessor command,32
get set,12
wrapper,28
predicate collaborator,39
property set collaborator,23
destructor,59
command collaborator,102
get,87
collaborator incidental,78
get collaborator,286
predicate set,1
property non-void-command factory collaborator,4
property non-void-command,13
property collaborator,366
void-accessor,11
void-accessor collaborator,10
void-accessor command collaborator,188
controller stateless,140
non-void-command collaborator,2
predicate wrapper,18
get controller,20
get non-void-command collaborator,68
property wrapper,115
predicate,86
get property controller,8
constructor,593
set,54
command,164
non-void-command factory collaborator,2
predicate controller,8
property controller,46
property non-void-command collaborator,171
set collaborator,47
get wrapper,23
property,99
predicate non-void-command collaborator,31
incidental,97
controller,25
copy-constructor,52
wrapper stateless,301
void-accessor wrapper,29
get set collaborator,28
Total,3745
