Class Stereotype,Stereotype Count
entity,137
minimal-entity,26
data-provider,174
commander,163
boundary,443
factory,100
controller,129
pure-controller,98
large-class,0
lazy-class,10
degenerate,165
data-class,134
small-class,364
empty,369
unclassified,256
Total,2568
