Unique Class Stereotype,Class Count
pure-controller degenerate small-class,1
commander boundary degenerate,4
commander boundary small-class,7
entity boundary,3
data-provider lazy-class,1
data-provider boundary,4
boundary small-class,14
boundary lazy-class small-class,1
boundary degenerate small-class,8
commander boundary data-class small-class,2
unclassified,1
empty,22
degenerate,6
pure-controller degenerate,2
boundary,5
degenerate small-class,3
boundary degenerate,4
commander boundary,3
commander small-class,1
data-provider data-class small-class,1
data-provider,4
pure-controller,1
entity boundary small-class,1
small-class,1
Total,100
