Unique Method Stereotype,Method Count
stateless,1
get,13
controller stateless,54
get collaborator,14
wrapper,31
command collaborator,48
command,4
predicate non-void-command,7
predicate wrapper,3
property controller,1
property non-void-command collaborator,15
set collaborator,2
predicate collaborator,1
factory wrapper stateless,1
predicate set collaborator,1
property,2
wrapper stateless,123
constructor,45
property non-void-command factory collaborator,1
property collaborator,2
property non-void-command,1
property wrapper,4
incidental,6
controller,17
copy-constructor,1
predicate non-void-command collaborator,2
non-void-command factory collaborator,3
predicate controller,5
empty,5
factory controller,1
factory controller stateless,1
Total,415
