Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
get predicate set collaborator,1
factory,1
get property,4
get wrapper,5
property set factory collaborator,1
void-accessor set,2
get predicate collaborator,1
get property non-void-command factory collaborator,2
property set,1
unclassified,2
property factory,5
get property set collaborator,1
void-accessor command collaborator,190
stateless,5
property collaborator,24
property non-void-command,356
property non-void-command factory collaborator,163
predicate set,8
get property controller,1
factory controller,19
empty,257
factory collaborator,2
controller,112
incidental,318
copy-constructor,23
property wrapper,101
get non-void-command collaborator,33
factory wrapper stateless,20
void-accessor,2
predicate collaborator,7
wrapper stateless,263
set,406
command,1910
property factory wrapper,14
get property factory controller,3
get property factory wrapper,1
constructor,1002
get non-void-command,25
get property wrapper,5
factory collaborator stateless,47
predicate non-void-command collaborator,356
wrapper,112
non-void-command factory,1
get predicate non-void-command,3
get set,12
collaborator incidental,199
get,292
get property non-void-command collaborator,18
property controller,43
property non-void-command collaborator,617
set collaborator,262
get controller,6
get collaborator,334
controller stateless,284
non-void-command factory collaborator,93
predicate controller,25
void-accessor wrapper,8
predicate non-void-command,264
property factory collaborator,41
factory collaborator incidental,7
command collaborator,1761
property,54
collaborator,1
get set collaborator,21
collaborator stateless,11
predicate,153
predicate wrapper,40
get property collaborator,3
void-accessor set collaborator,4
get property non-void-command,8
get property factory,2
get non-void-command factory collaborator,3
factory controller stateless,32
void-accessor command,37
property set collaborator,7
predicate set collaborator,9
property factory controller,17
void-accessor controller,5
get set factory collaborator,6
factory wrapper,2
Total,10497
