Class Stereotype,Stereotype Count
entity,169
minimal-entity,10
data-provider,40
commander,346
boundary,431
factory,23
controller,32
pure-controller,17
large-class,3
lazy-class,15
degenerate,128
data-class,18
small-class,187
empty,179
unclassified,103
Total,1701
