Unique Class Stereotype,Class Count
data-provider small-class,1
commander boundary degenerate,2
degenerate small-class,16
boundary lazy-class,1
factory degenerate small-class,3
lazy-class,1
commander boundary small-class,25
entity small-class,5
empty,179
factory controller,1
degenerate,35
boundary,109
pure-controller small-class,3
entity factory controller small-class,13
commander boundary,98
entity boundary degenerate,8
controller small-class,1
unclassified,103
data-provider boundary data-class small-class,4
data-provider boundary,2
entity minimal-entity boundary,3
entity commander boundary,35
entity boundary data-class small-class,2
commander boundary data-class small-class,1
commander,144
data-class,1
entity boundary,68
entity minimal-entity commander boundary,5
small-class,34
boundary degenerate small-class,9
data-provider,15
lazy-class small-class,2
entity factory controller,2
commander data-class,1
entity,5
boundary large-class degenerate,3
boundary small-class,4
data-provider data-class,2
commander data-class small-class,2
factory degenerate,1
commander small-class,26
commander lazy-class,1
controller degenerate,3
boundary lazy-class degenerate,1
entity data-provider boundary,3
pure-controller degenerate,5
controller,9
data-provider boundary small-class,4
data-provider lazy-class degenerate,4
pure-controller degenerate small-class,9
entity boundary small-class,19
minimal-entity commander boundary,1
data-provider degenerate,1
data-provider boundary data-class,3
entity data-provider boundary lazy-class,1
lazy-class degenerate,3
minimal-entity boundary,1
commander degenerate,4
data-class small-class,2
factory controller small-class,2
boundary degenerate,19
commander lazy-class degenerate,1
factory controller degenerate,1
Total,1072
