Method Stereotype,Stereotype Count
get,767
predicate,875
property,1503
void-accessor,67
set,741
command,3898
non-void-command,1943
collaborator,4226
controller,547
wrapper,571
constructor,995
copy-constructor,23
destructor,0
factory,481
incidental,517
stateless,662
empty,257
unclassified,3
Total,18076
