Unique Class Stereotype,Class Count
data-provider data-class small-class,2
entity minimal-entity boundary,1
boundary degenerate,3
factory pure-controller degenerate small-class,1
controller,4
entity factory controller small-class,1
degenerate small-class,11
lazy-class degenerate,1
controller small-class,2
unclassified,17
data-class,4
entity boundary small-class,8
small-class,7
pure-controller degenerate,6
lazy-class,2
commander boundary small-class,12
degenerate,3
boundary,11
pure-controller small-class,7
lazy-class data-class small-class,6
data-provider,6
entity boundary,11
lazy-class small-class,3
commander data-class small-class,1
data-provider data-class,3
boundary small-class,6
boundary degenerate small-class,11
pure-controller degenerate small-class,33
entity commander boundary,1
commander boundary data-class small-class,1
commander small-class,4
commander boundary,2
empty,56
commander,3
entity small-class,1
boundary lazy-class degenerate,1
minimal-entity boundary,1
boundary data-class,2
Total,255
