Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,2
property non-void-command factory collaborator,2
unclassified,2
command,15
controller stateless,2
factory controller stateless,1
controller,6
get,14
get collaborator,9
get property non-void-command factory,1
constructor,34
set,5
set collaborator,2
predicate non-void-command,4
property non-void-command collaborator,10
property non-void-command,16
command collaborator,10
predicate non-void-command collaborator,2
Total,137
