Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
commander lazy-class small-class,3
minimal-entity boundary,1
boundary data-class,3
pure-controller,2
commander data-class small-class,1
data-provider data-class,2
boundary small-class,1
commander boundary small-class,33
data-provider boundary data-class small-class,10
data-provider lazy-class small-class,1
commander data-class,8
commander boundary data-class,3
lazy-class,13
boundary lazy-class degenerate,2
controller degenerate,12
lazy-class small-class,10
commander boundary lazy-class,9
entity boundary,8
data-class small-class,8
commander lazy-class degenerate,2
boundary degenerate small-class,20
data-provider boundary,12
data-provider boundary small-class,18
pure-controller small-class,15
degenerate,100
boundary,94
pure-controller degenerate,35
controller lazy-class degenerate,22
data-provider lazy-class degenerate,1
boundary data-class small-class,5
entity boundary small-class,11
small-class,53
data-provider,19
commander,179
empty,328
controller small-class,21
unclassified,394
entity commander boundary,5
pure-controller degenerate small-class,321
data-class,9
commander boundary,146
controller,14
boundary degenerate,10
lazy-class degenerate,30
entity boundary degenerate,2
commander boundary data-class small-class,4
commander small-class,19
data-provider small-class,28
boundary lazy-class,3
degenerate small-class,16
commander lazy-class,5
data-provider data-class small-class,6
commander boundary lazy-class degenerate,4
Total,2082
