Unique Method Stereotype,Method Count
predicate set collaborator,3
get wrapper,4
collaborator,5
get property,1
property set,1
void-accessor command collaborator,3
predicate non-void-command,19
property set collaborator,4
get collaborator,8
set,3
get property collaborator,4
get non-void-command,3
get property wrapper,1
predicate,15
get property non-void-command collaborator,2
get,10
collaborator incidental,10
set collaborator,4
property non-void-command collaborator,43
property controller,14
controller stateless,13
destructor,4
predicate collaborator,2
wrapper,3
get set,4
constructor,49
command,58
unclassified,2
property non-void-command,5
property collaborator,51
wrapper stateless,24
predicate wrapper,3
non-void-command collaborator,2
predicate controller,5
property,3
property wrapper,12
get non-void-command collaborator,8
command collaborator,114
incidental,26
predicate non-void-command collaborator,47
controller,2
copy-constructor,5
get set collaborator,4
Total,603
