Unique Class Stereotype,Class Count
boundary degenerate,3
commander boundary,12
controller,1
degenerate,14
boundary,12
small-class,6
entity boundary small-class,6
minimal-entity lazy-class,1
entity boundary,6
data-class,1
commander boundary small-class,5
lazy-class,1
commander degenerate,2
data-provider,1
data-provider data-class small-class,1
data-provider boundary data-class small-class,1
data-provider lazy-class,1
unclassified,14
controller small-class,2
boundary degenerate small-class,3
pure-controller degenerate small-class,1
entity commander boundary,6
controller degenerate,1
commander boundary degenerate,1
commander,25
empty,34
entity small-class,1
entity factory controller small-class,1
commander small-class,5
commander boundary data-class small-class,1
Total,169
