Unique Method Stereotype,Method Count
void-accessor command collaborator,1
property,1
get property non-void-command,12
wrapper stateless,14
get collaborator,2
stateless,2
command collaborator,48
predicate non-void-command,37
non-void-command factory collaborator,18
predicate wrapper,1
get,9
collaborator incidental,18
property non-void-command,26
property non-void-command factory collaborator,8
command,24
factory controller stateless,11
get set collaborator,3
incidental,14
predicate non-void-command collaborator,13
property wrapper,6
empty,4
factory controller,1
controller stateless,32
constructor,48
set,4
property non-void-command collaborator,129
property controller,3
set collaborator,1
collaborator stateless,1
factory wrapper stateless,1
get set,1
Total,493
