Unique Class Stereotype,Class Count
degenerate,43
pure-controller small-class,7
boundary,65
degenerate small-class,45
factory controller data-class small-class,2
entity small-class,32
empty,1189
factory controller,10
boundary data-class,1
commander small-class,42
entity boundary degenerate,9
entity,14
commander data-class,1
entity boundary data-class small-class,2
entity commander boundary,55
factory pure-controller degenerate small-class,5
data-provider boundary small-class,15
controller,11
entity factory controller small-class,126
commander boundary small-class,55
commander,111
commander boundary data-class small-class,1
entity boundary,110
data-provider,4
controller lazy-class small-class,4
boundary small-class,2
commander data-class small-class,3
controller small-class,16
unclassified,68
commander degenerate,1
minimal-entity boundary,1
data-class small-class,8
factory controller small-class,27
factory degenerate small-class,17
pure-controller degenerate small-class,60
entity boundary small-class,127
large-class degenerate,1
small-class,45
boundary degenerate,33
commander boundary,144
boundary degenerate small-class,152
controller degenerate,6
boundary lazy-class degenerate,1
data-provider boundary data-class small-class,1
data-provider data-class small-class,12
commander boundary lazy-class degenerate,1
lazy-class,1
entity factory controller,6
lazy-class small-class,1
commander boundary degenerate,9
lazy-class degenerate,4
pure-controller degenerate,20
entity data-provider boundary,2
entity factory controller degenerate,2
data-provider small-class,5
boundary data-class small-class,1
data-provider lazy-class degenerate,1
factory small-class,2
factory controller degenerate,1
data-provider boundary,1
Total,2741
