Unique Method Stereotype,Method Count
unclassified,1
factory incidental,1
property set,1
collaborator,1
set factory collaborator,7
get property,1
property non-void-command collaborator,973
property controller,29
get collaborator,13
incidental,56
copy-constructor,47
property wrapper,56
get non-void-command collaborator,7
factory collaborator stateless,58
void-accessor controller,1
property factory controller,11
property non-void-command factory collaborator,375
property non-void-command,91
factory collaborator incidental,28
constructor,1367
empty,43
get property controller,3
factory controller,10
collaborator stateless,27
void-accessor command collaborator,327
void-accessor command,22
factory controller stateless,42
get set collaborator,10
predicate collaborator,9
property,10
command collaborator,1188
get non-void-command,7
non-void-command collaborator,111
predicate wrapper,10
wrapper stateless,750
non-void-command factory collaborator,146
controller stateless,660
collaborator incidental,87
get,31
get property non-void-command collaborator,2
factory wrapper stateless,19
get predicate,2
predicate,3
predicate non-void-command collaborator,136
wrapper,175
get set,6
property set factory collaborator,7
void-accessor wrapper,5
predicate non-void-command,54
property factory,1
get property wrapper,1
set,266
get wrapper,6
property factory collaborator,24
predicate controller,9
get property non-void-command factory,1
property collaborator,6
stateless,9
property set collaborator,2
get non-void-command factory collaborator,1
void-accessor set collaborator,2
get property non-void-command,6
set collaborator,114
non-void-command,48
command,849
property factory wrapper,7
controller,93
factory collaborator,2
Total,8473
