Method Stereotype,Stereotype Count
get,187
predicate,78
property,574
void-accessor,2
set,63
command,59
non-void-command,604
collaborator,624
controller,80
wrapper,64
constructor,348
copy-constructor,2
destructor,0
factory,90
incidental,19
stateless,99
empty,6
unclassified,3
Total,2902
