Unique Class Stereotype,Class Count
entity,1
pure-controller degenerate,1
data-class,1
entity factory controller small-class,2
boundary degenerate small-class,1
entity boundary degenerate,2
boundary data-class,1
boundary lazy-class,1
degenerate small-class,4
commander boundary small-class,4
factory pure-controller degenerate small-class,2
data-provider data-class,1
entity boundary small-class,26
small-class,11
controller degenerate,2
data-provider,3
data-provider data-class small-class,5
pure-controller small-class,2
degenerate,1
boundary,19
controller lazy-class degenerate,1
entity boundary data-class,1
factory controller small-class,5
data-provider boundary lazy-class small-class,3
data-class small-class,1
entity boundary,28
unclassified,25
controller small-class,7
data-provider boundary data-class small-class,9
data-provider boundary,2
factory controller data-class small-class,2
data-provider boundary small-class,11
data-provider boundary data-class,1
factory degenerate small-class,3
entity data-class small-class,1
commander,3
empty,196
entity small-class,3
boundary data-class small-class,1
entity data-provider boundary,4
pure-controller degenerate small-class,5
entity boundary data-class small-class,1
controller data-class small-class,1
Total,404
