Unique Class Stereotype,Class Count
boundary data-class small-class,1
commander data-class,2
data-class,1
controller degenerate,1
boundary lazy-class degenerate,1
minimal-entity commander boundary,1
data-provider boundary data-class,3
controller,1
factory pure-controller degenerate small-class,3
entity minimal-entity boundary,8
data-provider boundary lazy-class,1
controller lazy-class degenerate,1
commander boundary degenerate,6
entity data-provider boundary degenerate,1
lazy-class degenerate,1
entity data-provider boundary,12
commander boundary small-class,9
commander data-class small-class,4
boundary small-class,5
boundary degenerate small-class,9
entity boundary data-class small-class,1
entity commander boundary,13
pure-controller degenerate small-class,11
lazy-class small-class,4
controller small-class,2
unclassified,45
entity boundary,47
data-class small-class,2
data-provider boundary,56
data-provider lazy-class,1
data-provider boundary data-class small-class,17
data-provider,20
data-provider data-class small-class,2
data-provider boundary small-class,32
empty,722
commander,6
degenerate,12
boundary,74
lazy-class,1
boundary degenerate,62
commander boundary,33
commander boundary data-class,1
data-provider degenerate,2
entity boundary degenerate,2
commander boundary data-class small-class,5
commander small-class,5
boundary data-class,4
data-provider small-class,11
small-class,19
entity boundary small-class,17
degenerate small-class,9
boundary lazy-class,4
Total,1313
