Unique Class Stereotype,Class Count
pure-controller small-class,1
boundary degenerate small-class,1
commander boundary,1
boundary,4
factory controller small-class,1
controller degenerate,1
factory degenerate small-class,5
commander degenerate,1
commander boundary small-class,5
boundary data-class small-class,2
commander boundary data-class,1
controller small-class,2
entity factory controller small-class,7
degenerate small-class,3
data-class,24
pure-controller degenerate small-class,13
boundary data-class,2
commander small-class,9
entity boundary small-class,7
small-class,16
empty,45
unclassified,4
entity boundary,8
factory degenerate,8
data-class small-class,1
degenerate,9
data-provider boundary small-class,1
commander,7
Total,189
