Unique Method Stereotype,Method Count
property factory collaborator,2
factory controller stateless,4
controller,3
wrapper stateless,5
property non-void-command factory collaborator,10
empty,2
command,32
get set,1
factory collaborator stateless,45
factory wrapper stateless,20
get,96
constructor,67
set,99
property controller,1
controller stateless,37
get collaborator,27
incidental,41
set collaborator,30
copy-constructor,1
property non-void-command,18
predicate non-void-command collaborator,6
property wrapper,4
non-void-command factory collaborator,2
property non-void-command collaborator,34
predicate non-void-command,8
command collaborator,43
get non-void-command collaborator,6
Total,644
