Unique Method Stereotype,Method Count
property,5
non-void-command,1
get wrapper,20
get set collaborator,16
property wrapper,23
void-accessor controller,1
predicate,12
get,8
predicate non-void-command,1
property non-void-command collaborator,5
void-accessor wrapper,1
copy-constructor,8
property non-void-command,15
void-accessor command,3
set collaborator,12
controller stateless,14
incidental,41
get collaborator,8
get set,1
get non-void-command,4
wrapper,5
non-void-command collaborator,6
get non-void-command collaborator,29
command collaborator,46
command,65
empty,24
wrapper stateless,19
constructor,81
set,10
Total,484
