Unique Method Stereotype,Method Count
collaborator,1
get set collaborator,4
collaborator stateless,3
factory wrapper stateless,2
predicate collaborator,1
predicate,10
non-void-command factory,4
get property non-void-command factory collaborator,2
void-accessor set collaborator,2
get property wrapper,4
get non-void-command,64
factory collaborator incidental,1
property set,2
wrapper,14
get set,8
void-accessor command,2
get predicate set,1
get non-void-command collaborator,24
property wrapper,19
set,25
property factory controller,5
get command,1
get collaborator,31
get wrapper,1
get property factory wrapper,1
get property,3
predicate controller,7
non-void-command factory collaborator,40
predicate non-void-command,126
non-void-command collaborator,2
predicate wrapper,23
get property non-void-command,6
factory controller stateless,29
controller stateless,237
wrapper stateless,44
command,235
factory controller,7
empty,45
property non-void-command,242
property non-void-command factory collaborator,38
command collaborator,110
constructor,273
get property controller,2
property factory collaborator,72
property,8
factory collaborator stateless,52
copy-constructor,6
incidental,293
predicate non-void-command collaborator,40
controller,24
void-accessor command collaborator,7
stateless,2
collaborator incidental,39
get property non-void-command collaborator,6
get,47
property controller,17
property non-void-command collaborator,189
set collaborator,9
Total,2512
