Unique Method Stereotype,Method Count
predicate set collaborator,1
void-accessor controller,1
non-void-command collaborator,10
void-accessor set collaborator,1
property factory controller,2
predicate,2
non-void-command factory collaborator,2
property set collaborator,1
command collaborator,69
void-accessor collaborator,2
void-accessor command collaborator,2
collaborator stateless,15
property wrapper,2
factory controller stateless,1
factory collaborator stateless,1
get set,1
wrapper,52
destructor,4
command,65
empty,10
unclassified,3
property non-void-command,2
property non-void-command factory collaborator,1
constructor,66
set,17
property factory wrapper,2
get,2
collaborator incidental,10
non-void-command,12
controller stateless,12
wrapper stateless,19
void-accessor wrapper,1
property factory collaborator,1
controller,1
predicate non-void-command collaborator,2
incidental,2
predicate non-void-command,1
property controller,4
set collaborator,13
property non-void-command collaborator,7
property,1
Total,423
