Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
minimal-entity,1
lazy-class degenerate,1
lazy-class,1
boundary lazy-class degenerate,6
entity minimal-entity boundary,3
entity boundary small-class,11
small-class,3
commander boundary,31
boundary degenerate,6
data-provider boundary small-class,5
minimal-entity commander boundary,2
data-provider boundary data-class small-class,3
data-provider data-class,1
boundary small-class,3
data-provider boundary,7
entity small-class,1
commander,9
empty,73
controller small-class,3
unclassified,13
entity commander boundary,7
boundary degenerate small-class,1
data-provider small-class,7
commander boundary degenerate,4
commander small-class,2
commander boundary data-class small-class,2
boundary data-class small-class,2
entity boundary,25
data-class small-class,1
data-provider,7
degenerate small-class,1
commander boundary small-class,8
degenerate,1
boundary,27
large-class,1
pure-controller small-class,4
Total,284
