Unique Method Stereotype,Method Count
property set factory collaborator,1
collaborator stateless,1
property set collaborator,31
get property non-void-command,1
non-void-command,1
get controller,1
factory controller stateless,2
predicate wrapper,5
get wrapper,2
void-accessor command collaborator,10
unclassified,3
factory wrapper stateless,2
predicate collaborator,18
predicate controller,7
non-void-command factory collaborator,8
property factory controller,4
controller stateless,115
get set factory collaborator,3
get collaborator,71
destructor,52
factory collaborator stateless,16
wrapper,27
get set,2
property controller,25
set collaborator,73
property non-void-command collaborator,290
predicate non-void-command,55
command collaborator,620
wrapper stateless,309
command,318
get property controller,2
constructor,213
get property collaborator,3
set,56
get non-void-command collaborator,21
property wrapper,27
incidental,39
controller,33
predicate non-void-command collaborator,123
copy-constructor,6
get set collaborator,2
predicate set,3
property non-void-command factory collaborator,30
property non-void-command,4
property collaborator,129
predicate set collaborator,4
property,21
collaborator,11
predicate,74
empty,28
factory controller,2
get property non-void-command collaborator,4
get,25
collaborator incidental,55
property factory collaborator,13
Total,3001
