Method Stereotype,Stereotype Count
get,146
predicate,285
property,580
void-accessor,353
set,175
command,948
non-void-command,537
collaborator,1537
controller,191
wrapper,372
constructor,213
copy-constructor,6
destructor,52
factory,81
incidental,94
stateless,445
empty,28
unclassified,3
Total,6046
