Unique Method Stereotype,Method Count
predicate set,1
void-accessor wrapper,3
property non-void-command,2
command collaborator,7
void-accessor set collaborator,1
set,1
constructor,15
empty,1
command,15
incidental,2
get collaborator,2
get,1
property set collaborator,1
destructor,12
wrapper,5
set collaborator,7
get property wrapper,1
predicate non-void-command,2
property non-void-command collaborator,1
void-accessor command collaborator,1
property,5
void-accessor command,9
property wrapper,8
predicate non-void-command collaborator,3
Total,106
