Unique Method Stereotype,Method Count
collaborator stateless,1
get predicate non-void-command collaborator,1
property command collaborator,3
get property,1
factory controller,5
get property controller,2
void-accessor command,35
factory controller stateless,2
wrapper stateless,540
collaborator incidental,203
get,789
get property non-void-command collaborator,7
get wrapper,22
non-void-command,41
set collaborator,260
property non-void-command collaborator,364
property controller,73
incidental,200
property wrapper,151
get non-void-command collaborator,43
non-void-command factory collaborator,1
controller stateless,407
get controller,7
get collaborator,436
set factory collaborator,1
collaborator,200
predicate non-void-command collaborator,146
wrapper,155
get predicate non-void-command,1
get set,7
destructor,444
void-accessor command collaborator,58
copy-constructor,62
void-accessor collaborator,7
property non-void-command,166
predicate set,3
command,667
unclassified,44
controller,185
factory collaborator,1
get property non-void-command factory collaborator,1
constructor,1234
set,689
property,235
command collaborator,758
void-accessor controller,23
predicate,77
get set collaborator,15
get property wrapper,6
predicate controller,29
void-accessor wrapper,16
predicate non-void-command,56
predicate wrapper,21
get non-void-command,21
non-void-command collaborator,39
void-accessor,12
predicate collaborator,40
get property collaborator,1
void-accessor set collaborator,5
get property non-void-command,2
get property factory collaborator,1
property set,6
property set collaborator,12
property collaborator,347
stateless,1
get property set collaborator,1
empty,100
predicate set collaborator,15
property factory collaborator,1
void-accessor set,2
Total,9507
