Unique Method Stereotype,Method Count
get wrapper,1
property factory controller,1
property set collaborator,1
predicate non-void-command,1
property factory,1
property non-void-command,8
property non-void-command factory collaborator,7
predicate wrapper,1
non-void-command collaborator,4
get non-void-command collaborator,2
property wrapper,6
destructor,21
wrapper,32
get set,23
get property wrapper,1
get non-void-command,2
property,2
predicate collaborator,1
factory wrapper stateless,5
property factory wrapper,11
get property controller,1
constructor,89
set,54
get collaborator,10
set factory collaborator,10
collaborator stateless,1
wrapper stateless,244
command,39
non-void-command factory collaborator,10
controller stateless,25
property controller,6
property non-void-command collaborator,47
set collaborator,36
command collaborator,120
copy-constructor,3
predicate non-void-command collaborator,1
incidental,5
controller,12
get set collaborator,11
factory controller stateless,5
get property non-void-command collaborator,1
collaborator incidental,3
property factory collaborator,4
property set factory collaborator,4
empty,35
factory controller,2
Total,909
