Unique Method Stereotype,Method Count
factory collaborator incidental,1
property non-void-command factory,1
predicate set collaborator,4
property,2
unclassified,4
property factory wrapper,25
factory collaborator stateless,21
get collaborator,15
get set collaborator,11
factory wrapper stateless,2
predicate collaborator,7
predicate,9
property set collaborator,4
stateless,2
get set,5
wrapper,81
get non-void-command collaborator,1
property wrapper,81
empty,3
command,77
command collaborator,139
void-accessor collaborator,1
void-accessor command collaborator,124
collaborator stateless,11
controller,71
predicate non-void-command collaborator,55
copy-constructor,6
incidental,46
controller stateless,572
void-accessor wrapper,2
wrapper stateless,206
constructor,478
set,34
predicate non-void-command,48
set collaborator,14
property controller,5
property non-void-command collaborator,117
predicate controller,2
non-void-command factory collaborator,13
void-accessor controller,7
get property non-void-command collaborator,11
get,10
collaborator incidental,116
predicate wrapper,2
non-void-command collaborator,14
factory controller stateless,108
void-accessor command,5
property collaborator,3
property non-void-command,16
property non-void-command factory collaborator,94
property factory controller,10
Total,2696
