Unique Class Stereotype,Class Count
data-provider small-class,6
boundary degenerate small-class,6
entity boundary small-class,4
small-class,6
entity data-provider boundary,2
boundary data-class small-class,1
unclassified,10
controller small-class,1
data-provider boundary,3
data-provider boundary data-class small-class,1
data-class small-class,1
entity boundary,29
data-provider boundary small-class,3
empty,162
commander,3
commander boundary data-class small-class,2
entity boundary degenerate,1
commander small-class,11
commander boundary,1
controller,2
data-provider,2
degenerate small-class,2
entity commander boundary,3
pure-controller degenerate small-class,2
entity minimal-entity boundary,1
commander data-class small-class,1
data-provider data-class,1
data-provider boundary data-class,1
boundary,13
degenerate,1
Total,282
