Unique Method Stereotype,Method Count
predicate collaborator,6
get predicate set collaborator,1
get non-void-command,3
get wrapper,3
empty,7
predicate controller,3
predicate set collaborator,1
predicate non-void-command,6
get property non-void-command,1
set,15
constructor,86
property set,2
predicate,4
command collaborator,47
destructor,56
get set,3
wrapper,4
property set collaborator,16
property,21
controller stateless,14
get non-void-command collaborator,5
property wrapper,27
property controller,9
set collaborator,13
property non-void-command collaborator,124
predicate wrapper,8
command,43
unclassified,4
property non-void-command factory collaborator,4
property non-void-command,22
property collaborator,16
void-accessor command collaborator,1
get collaborator,22
wrapper stateless,16
get set collaborator,4
get property non-void-command collaborator,4
collaborator incidental,20
get,13
copy-constructor,11
predicate non-void-command collaborator,19
incidental,6
controller,6
Total,696
