Method Stereotype,Stereotype Count
get,22
predicate,43
property,420
void-accessor,13
set,64
command,262
non-void-command,54
collaborator,319
controller,46
wrapper,485
constructor,86
copy-constructor,1
destructor,0
factory,8
incidental,27
stateless,81
empty,10
unclassified,2
Total,1943
