Unique Method Stereotype,Method Count
get non-void-command,1
collaborator,1
property set,1
property factory collaborator,2
predicate non-void-command,8
unclassified,2
stateless,1
factory controller stateless,2
property set factory collaborator,1
get collaborator,5
wrapper,28
predicate collaborator,7
predicate,10
command collaborator,200
wrapper stateless,63
set,24
constructor,85
get non-void-command collaborator,1
property wrapper,14
command,59
empty,10
copy-constructor,1
incidental,4
predicate non-void-command collaborator,10
controller,31
controller stateless,10
collaborator incidental,23
get,9
non-void-command collaborator,14
predicate wrapper,4
non-void-command factory collaborator,1
set collaborator,30
property controller,3
property non-void-command collaborator,11
property,9
predicate set collaborator,1
property collaborator,1
property non-void-command factory collaborator,2
property non-void-command,6
predicate set,3
void-accessor command collaborator,3
Total,701
