Unique Method Stereotype,Method Count
factory wrapper stateless,1
set collaborator,1
factory controller stateless,2
collaborator incidental,1
property factory collaborator,1
copy-constructor,2
property non-void-command,2
property collaborator,1
collaborator stateless,1
wrapper,1
factory collaborator stateless,1
command,2
property controller,1
controller stateless,58
wrapper stateless,8
non-void-command collaborator,32
factory collaborator incidental,10
property factory wrapper,1
constructor,30
non-void-command factory collaborator,1
predicate non-void-command,2
property non-void-command collaborator,24
predicate non-void-command collaborator,4
property wrapper,1
property non-void-command factory collaborator,4
property factory controller,1
command collaborator,11
get non-void-command collaborator,1
get collaborator,3
Total,208
