Unique Method Stereotype,Method Count
property non-void-command factory collaborator,1
get set collaborator,1
incidental,1
get property controller,1
property set factory collaborator,3
command,1
predicate wrapper,1
property non-void-command collaborator,2
non-void-command factory collaborator,4
property non-void-command,3
get,3
constructor,6
set,4
wrapper stateless,3
property wrapper,1
predicate non-void-command collaborator,3
controller stateless,5
wrapper,1
command collaborator,6
get non-void-command collaborator,1
Total,51
