Unique Method Stereotype,Method Count
get collaborator,2
collaborator,1
get property factory controller,1
property set,1
get property set,1
factory collaborator stateless,1
void-accessor,1
void-accessor command collaborator,2
property set factory collaborator,1
predicate set collaborator,1
predicate wrapper,8
non-void-command collaborator,10
predicate,5
get wrapper,2
unclassified,1
property factory controller,1
get non-void-command factory collaborator,1
property set collaborator,8
property non-void-command factory collaborator,1
predicate set,2
property collaborator,7
property non-void-command,10
factory controller stateless,3
get controller,1
property factory collaborator,5
predicate controller,12
factory wrapper stateless,3
predicate collaborator,5
wrapper,17
void-accessor set collaborator,3
get non-void-command,5
property wrapper,15
get non-void-command collaborator,4
command collaborator,41
property factory,1
predicate non-void-command,5
controller stateless,163
property,6
command,32
factory controller,1
empty,21
set factory collaborator,1
get property controller,1
constructor,179
set,14
wrapper stateless,1834
get,1
collaborator incidental,33
get property non-void-command,1
property non-void-command collaborator,29
property controller,17
set collaborator,12
void-accessor controller,3
incidental,8
copy-constructor,1
controller,18
predicate non-void-command collaborator,21
void-accessor set,1
non-void-command,1
Total,2586
