Unique Method Stereotype,Method Count
property wrapper,1
factory wrapper,1
property,1
collaborator stateless,1
collaborator incidental,1
factory wrapper stateless,2
copy-constructor,1
property non-void-command,7
non-void-command factory collaborator,2
property non-void-command collaborator,24
property controller,4
controller stateless,285
wrapper stateless,8
set,13
constructor,38
empty,2
command,2
wrapper,4
controller,1
property non-void-command factory collaborator,1
property factory controller,1
get,13
incidental,3
get collaborator,3
factory controller stateless,2
get set collaborator,1
set collaborator,3
command collaborator,10
property factory collaborator,1
Total,436
