Unique Class Stereotype,Class Count
entity factory controller,1
commander boundary lazy-class degenerate,1
data-provider data-class small-class,1
data-provider small-class,2
entity factory controller small-class,1
controller degenerate,2
entity data-provider boundary,1
data-provider boundary data-class small-class,1
controller,1
factory pure-controller degenerate small-class,1
lazy-class degenerate,1
pure-controller degenerate,12
boundary data-class small-class,6
commander degenerate,2
commander boundary small-class,17
factory degenerate small-class,1
factory controller small-class,5
entity boundary,21
small-class,18
entity boundary small-class,15
data-provider boundary,2
unclassified,31
controller small-class,3
data-class,10
commander boundary,29
boundary degenerate,10
factory small-class,1
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,8
boundary small-class,4
commander data-class small-class,3
boundary degenerate small-class,24
pure-controller degenerate small-class,38
entity commander boundary,7
boundary data-class,3
minimal-entity boundary,2
entity small-class,1
empty,159
commander,5
entity,1
entity minimal-entity boundary,1
boundary lazy-class,2
degenerate small-class,5
pure-controller small-class,6
boundary,19
degenerate,34
Total,520
