Unique Method Stereotype,Method Count
factory collaborator incidental,1
get non-void-command factory collaborator,1
property set,1
get property wrapper,1
property set collaborator,5
predicate,6
get set collaborator,25
predicate collaborator,1
factory wrapper stateless,7
property non-void-command,68
property non-void-command factory collaborator,15
stateless,10
property collaborator,12
predicate set,2
get non-void-command,31
non-void-command collaborator,144
predicate wrapper,6
property controller,23
non-void-command,4
set collaborator,68
property non-void-command collaborator,158
incidental,13
wrapper,70
predicate non-void-command collaborator,106
get collaborator,24
get,44
collaborator incidental,46
get property non-void-command collaborator,3
wrapper stateless,242
set,89
constructor,335
property wrapper,52
get non-void-command collaborator,40
property,14
command collaborator,307
void-accessor wrapper,2
predicate non-void-command,31
empty,41
factory controller,3
factory wrapper,2
command,111
property factory wrapper,4
factory collaborator stateless,22
predicate controller,5
factory controller stateless,21
non-void-command factory collaborator,14
controller stateless,335
unclassified,1
controller,36
factory collaborator,9
collaborator stateless,9
get property set factory collaborator,1
property factory controller,6
get set factory collaborator,6
get property set collaborator,2
get set,53
get predicate non-void-command,1
get wrapper,6
predicate set collaborator,1
property factory collaborator,10
copy-constructor,30
void-accessor collaborator,1
void-accessor command collaborator,2
set factory collaborator,2
collaborator,1
Total,2742
