Unique Class Stereotype,Class Count
commander boundary lazy-class small-class,1
minimal-entity boundary,1
data-provider boundary degenerate,2
entity data-provider boundary lazy-class degenerate,1
entity factory controller small-class,3
factory controller degenerate,1
data-provider,1
data-provider small-class,1
commander degenerate,2
factory controller small-class,9
entity,2
commander data-class,2
data-provider lazy-class small-class,1
data-provider boundary lazy-class,1
entity boundary small-class,30
boundary lazy-class small-class,1
commander lazy-class,1
data-provider data-class small-class,3
commander boundary,27
controller,2
boundary degenerate,15
commander boundary small-class,21
controller small-class,5
unclassified,25
small-class,16
boundary degenerate small-class,22
pure-controller degenerate small-class,21
entity commander boundary,15
boundary data-class small-class,1
degenerate small-class,12
boundary lazy-class,2
factory degenerate small-class,10
boundary lazy-class degenerate,1
controller degenerate,7
commander boundary data-class small-class,2
entity boundary degenerate,2
commander small-class,9
pure-controller degenerate,38
pure-controller small-class,2
degenerate,23
boundary,28
entity small-class,2
empty,265
commander,11
data-provider boundary small-class,7
pure-controller,3
data-provider boundary data-class small-class,3
commander data-class small-class,2
data-provider data-class,2
boundary small-class,4
data-provider boundary,5
data-provider boundary data-class,2
data-class small-class,1
entity boundary,35
entity data-provider boundary,1
Total,712
