Unique Method Stereotype,Method Count
property set,1
predicate set collaborator,1
property wrapper,43
get non-void-command collaborator,3
property factory collaborator,21
empty,37
factory controller,5
property set collaborator,10
get non-void-command factory collaborator,2
void-accessor collaborator,1
copy-constructor,23
incidental,12
factory collaborator incidental,4
property non-void-command,27
property non-void-command factory collaborator,39
stateless,23
property collaborator,18
predicate set,2
factory collaborator stateless,16
predicate non-void-command collaborator,26
wrapper,29
get predicate non-void-command,3
get set,2
command,100
property factory wrapper,12
set,63
constructor,388
non-void-command collaborator,211
wrapper stateless,209
collaborator stateless,47
collaborator incidental,35
get,27
get property non-void-command collaborator,5
factory wrapper stateless,10
predicate collaborator,4
controller stateless,573
non-void-command factory collaborator,9
predicate controller,2
property non-void-command collaborator,300
property controller,13
get predicate wrapper,5
get collaborator,40
get wrapper,2
get property wrapper,2
get property collaborator,1
void-accessor set collaborator,1
command collaborator,181
property,6
set factory collaborator,1
collaborator,6
predicate,7
set collaborator,55
non-void-command,6
get property set collaborator,1
void-accessor controller,2
property factory controller,4
get set factory collaborator,3
get set collaborator,5
factory controller stateless,21
void-accessor command,1
unclassified,2
controller,63
factory collaborator,3
void-accessor wrapper,1
predicate non-void-command,3
Total,2778
