Unique Method Stereotype,Method Count
get property,1
property factory,1
get property non-void-command collaborator,1
factory stateless,1
factory wrapper stateless,5
predicate set collaborator,1
factory controller stateless,1
void-accessor command,24
collaborator incidental,28
get,166
property non-void-command,102
predicate set,9
property non-void-command factory collaborator,6
copy-constructor,29
factory collaborator,4
controller,19
incidental,92
property non-void-command collaborator,64
property controller,9
collaborator stateless,14
void-accessor command collaborator,53
get non-void-command factory collaborator,3
get collaborator,87
predicate wrapper,5
empty,28
property set,24
factory collaborator incidental,2
constructor,416
set,222
wrapper stateless,190
set collaborator,89
non-void-command,51
void-accessor set,3
factory wrapper,2
get non-void-command collaborator,11
property wrapper,70
command collaborator,266
property,56
predicate non-void-command collaborator,16
wrapper,50
get set,1
factory collaborator stateless,22
destructor,23
predicate,29
controller stateless,166
non-void-command factory collaborator,13
property collaborator,16
stateless,22
property set collaborator,11
unclassified,2
set factory collaborator,2
collaborator,1
get set collaborator,13
property factory collaborator,8
void-accessor wrapper,11
predicate non-void-command,11
void-accessor,3
predicate collaborator,3
non-void-command collaborator,16
get non-void-command,4
get property wrapper,1
get property non-void-command,1
void-accessor set collaborator,2
command,367
property factory wrapper,4
get property factory wrapper,1
get set factory collaborator,13
property factory controller,1
Total,2988
